Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr10	21495565	21497407	chr10:21495565-21497407	7.3824954	4.0746555
chr10	21525372	21526764	chr10:21525372-21526764	8.509826	4.233335
chr10	21533420	21535615	chr10:21533420-21535615	7.4775515	4.169923
chr10	21751253	21751723	chr10:21751253-21751723	2.1651578	9.050302
chr10	21807017	21807680	chr10:21807017-21807680	2.9322786	9.49377
chr10	22002909	22004057	chr10:22002909-22004057	8.381082	4.378726
chr10	22017328	22017986	chr10:22017328-22017986	2.6852067	9.738026
chr10	22022332	22023270	chr10:22022332-22023270	2.0733457	7.0540347
chr10	2207422	2207947	chr10:2207422-2207947	3.2232947	5.844027
chr10	22130679	22131403	chr10:22130679-22131403	1.2793633	6.5803466
chr10	22218395	22220106	chr10:22218395-22220106	0.37936342	6.736875
chr10	22320652	22321791	chr10:22320652-22321791	7.023956	3.7901764
chr10	22340115	22341688	chr10:22340115-22341688	8.263272	4.0512214
chr10	22389733	22390703	chr10:22389733-22390703	3.1206996	9.281245
chr10	22396001	22396531	chr10:22396001-22396531	0.5188534	6.9979877
chr10	22479520	22480103	chr10:22479520-22480103	3.63841	8.520019
chr10	22513515	22514486	chr10:22513515-22514486	4.3661757	7.0127025
chr10	22599201	22599816	chr10:22599201-22599816	1.4476713	7.8483124
chr10	22615666	22616489	chr10:22615666-22616489	4.5841064	8.252839
chr10	22713118	22715115	chr10:22713118-22715115	7.1556983	3.9968023
chr10	22737701	22738176	chr10:22737701-22738176	1.9375162	7.6910896
chr10	22816451	22817844	chr10:22816451-22817844	3.782786	8.915636
chr10	23047177	23048033	chr10:23047177-23048033	3.2936907	9.796464
chr10	23062787	23063826	chr10:23062787-23063826	1.8864272	7.60722
chr10	23095149	23096362	chr10:23095149-23096362	7.397379	4.775093
chr10	2314858	2315592	chr10:2314858-2315592	4.13706	4.8786225
chr10	23173366	23175309	chr10:23173366-23175309	-1.7990898	3.2313895
chr10	23438495	23440239	chr10:23438495-23440239	7.113866	3.9344962
chr10	24552075	24552832	chr10:24552075-24552832	1.8956383	4.396531
chr10	24556070	24556523	chr10:24556070-24556523	0.5550164	7.0827694
chr10	24568840	24570680	chr10:24568840-24570680	4.355971	8.626509
chr10	24680583	24682181	chr10:24680583-24682181	1.3452463	7.986613
chr10	24722601	24725088	chr10:24722601-24725088	7.1801844	4.250666
chr10	24815171	24815726	chr10:24815171-24815726	-0.5476826	5.6619377
chr10	24897071	24897895	chr10:24897071-24897895	2.848038	9.340304
chr10	24901612	24902655	chr10:24901612-24902655	2.4854019	8.628856
chr10	24921055	24921655	chr10:24921055-24921655	3.5940828	8.456148
chr10	24951452	24953473	chr10:24951452-24953473	7.391477	4.80598
chr10	25015984	25017450	chr10:25015984-25017450	8.504878	4.885803
chr10	25061731	25062835	chr10:25061731-25062835	3.8995602	8.638972
chr10	25076449	25077288	chr10:25076449-25077288	1.481375	7.796046
chr10	25101645	25104204	chr10:25101645-25104204	1.0076169	7.0051827
chr10	25117723	25118068	chr10:25117723-25118068	3.128897	8.621372
chr10	25175597	25176891	chr10:25175597-25176891	-1.1022993	3.6171598
chr10	25252611	25253405	chr10:25252611-25253405	-2.7918134	4.3623266
chr10	25465700	25466587	chr10:25465700-25466587	4.499127	6.9270597
chr10	25493099	25493843	chr10:25493099-25493843	2.5647993	9.703619
chr10	25520712	25521187	chr10:25520712-25521187	-2.6530478	3.7361307
chr10	25556027	25556835	chr10:25556027-25556835	1.3122888	7.118854
chr10	25761719	25762079	chr10:25761719-25762079	1.8447489	7.376305
chr10	2577898	2578910	chr10:2577898-2578910	2.7893436	5.6842675
chr10	26534347	26534731	chr10:26534347-26534731	2.0028214	4.357447
chr10	26642980	26643687	chr10:26642980-26643687	0.13598165	3.5290098
chr10	26674130	26675861	chr10:26674130-26675861	4.3765993	6.913665
chr10	26696954	26698632	chr10:26696954-26698632	9.336076	5.8019366
chr10	26784926	26785757	chr10:26784926-26785757	-0.30078313	6.5983853
chr10	26860037	26861509	chr10:26860037-26861509	8.242307	4.8818073
chr10	26905468	26906117	chr10:26905468-26906117	-1.5833186	3.583007
chr10	27099757	27100852	chr10:27099757-27100852	7.6853514	5.1968756
chr10	27153943	27156265	chr10:27153943-27156265	9.078727	5.8075094
chr10	27240266	27242404	chr10:27240266-27242404	8.99487	5.079637
chr10	27252226	27253120	chr10:27252226-27253120	7.785557	4.411263
chr10	27413137	27414255	chr10:27413137-27414255	-1.407929	3.43715
chr10	27503720	27504955	chr10:27503720-27504955	8.522958	5.5456014
chr10	27529228	27529591	chr10:27529228-27529591	1.9473283	8.110041
chr10	2760740	2761086	chr10:2760740-2761086	-1.5887563	4.696035
chr10	27741675	27743314	chr10:27741675-27743314	3.7869327	4.179344
chr10	27998674	27999043	chr10:27998674-27999043	-1.8426671	3.1300502
chr10	28302431	28303484	chr10:28302431-28303484	5.2688107	4.5320063
chr10	28386049	28386725	chr10:28386049-28386725	0.9211142	7.9160614
chr10	28429645	28430409	chr10:28429645-28430409	0.87463856	6.533335
chr10	28532107	28534086	chr10:28532107-28534086	8.374983	4.3522882
chr10	28661131	28661741	chr10:28661131-28661741	0.3166756	6.816315
chr10	28668619	28669063	chr10:28668619-28669063	4.037375	4.1183777
chr10	28676831	28678337	chr10:28676831-28678337	7.2012	3.9218686
chr10	28691039	28691508	chr10:28691039-28691508	1.0662929	8.847788
chr10	28734859	28735643	chr10:28734859-28735643	2.6920054	8.554192
chr10	28806785	28808667	chr10:28806785-28808667	3.4924903	9.415574
chr10	28811970	28812605	chr10:28811970-28812605	3.0091946	8.067212
chr10	28831981	28832926	chr10:28831981-28832926	-0.087235466	6.07377
chr10	28878448	28878918	chr10:28878448-28878918	2.461274	5.3393836
chr10	28890300	28891538	chr10:28890300-28891538	0.7893468	6.7743144
chr10	28984263	28985881	chr10:28984263-28985881	2.702162	7.4354467
chr10	29009103	29010008	chr10:29009103-29010008	3.2726364	10.389415
chr10	29131787	29132671	chr10:29131787-29132671	3.5498755	9.606112
chr10	29142575	29143613	chr10:29142575-29143613	3.4946015	5.186358
chr10	29229187	29229884	chr10:29229187-29229884	2.8045368	6.349396
chr10	29254402	29255112	chr10:29254402-29255112	2.833637	8.557323
chr10	29366204	29367284	chr10:29366204-29367284	-2.5369923	3.9244275
chr10	29409088	29410480	chr10:29409088-29410480	7.670553	5.2273464
chr10	29448899	29449619	chr10:29448899-29449619	2.4645343	4.534054
chr10	29469512	29469802	chr10:29469512-29469802	0.28908372	4.8761673
chr10	29535402	29535919	chr10:29535402-29535919	2.0958164	4.7305574
chr10	29735321	29736516	chr10:29735321-29736516	3.8217838	3.9224331
chr10	2985619	2986789	chr10:2985619-2986789	1.1391646	6.560513
chr10	29998303	29998785	chr10:29998303-29998785	2.5220866	4.438676
chr10	30151699	30152650	chr10:30151699-30152650	2.4764743	8.495018
chr10	30160464	30161373	chr10:30160464-30161373	1.4397254	8.998728
chr10	30190605	30191329	chr10:30190605-30191329	3.2173476	7.9904094
chr10	30348568	30349623	chr10:30348568-30349623	8.172075	5.962549
chr10	30359402	30360334	chr10:30359402-30360334	3.2982795	4.936149
chr10	30365513	30366842	chr10:30365513-30366842	-0.9975796	4.5656905
chr10	30374153	30374828	chr10:30374153-30374828	0.42282534	6.1964355
chr10	30418394	30419139	chr10:30418394-30419139	3.4974787	8.608937
chr10	30433258	30435252	chr10:30433258-30435252	7.863132	4.587905
chr10	3045736	3046430	chr10:3045736-3046430	4.1590443	7.305923
chr10	30552269	30554304	chr10:30552269-30554304	4.232431	8.657903
chr10	3067272	3069486	chr10:3067272-3069486	8.058617	4.0342636
chr10	30676859	30678033	chr10:30676859-30678033	-2.3483849	3.479711
chr10	30682306	30682879	chr10:30682306-30682879	2.4248874	8.794268
chr10	3073987	3074857	chr10:3073987-3074857	3.089104	9.026666
chr10	30752332	30753243	chr10:30752332-30753243	0.7709929	8.0887985
chr10	30817770	30818770	chr10:30817770-30818770	2.3343390999999998	8.975977
chr10	3094544	3096331	chr10:3094544-3096331	3.3369305	8.545702
chr10	31031393	31032647	chr10:31031393-31032647	7.6454496	4.65833
chr10	31133453	31134513	chr10:31133453-31134513	4.95666	6.3950877
chr10	31242647	31243326	chr10:31242647-31243326	2.0199058	8.015858
chr10	31277746	31279207	chr10:31277746-31279207	2.0312564	8.517404
chr10	31318265	31320365	chr10:31318265-31320365	7.0783434	5.29462
chr10	31603207	31604030	chr10:31603207-31604030	5.504243	4.538438
chr10	3172173	3173944	chr10:3172173-3173944	7.1106753	5.144821
chr10	31927532	31929721	chr10:31927532-31929721	7.853507	4.6796494
chr10	31947353	31948119	chr10:31947353-31948119	2.9215515	8.090322
chr10	3196984	3197872	chr10:3196984-3197872	2.8635638	4.368941
chr10	31972221	31973173	chr10:31972221-31973173	3.4319406	10.24442
chr10	32055443	32056774	chr10:32055443-32056774	8.658372	4.523288
chr10	32139077	32139992	chr10:32139077-32139992	3.8075972	8.074324
chr10	32346041	32347704	chr10:32346041-32347704	8.839323	4.122137
chr10	32445768	32446886	chr10:32445768-32446886	8.481447	4.758709
chr10	32501626	32502518	chr10:32501626-32502518	2.8635116	9.179348
chr10	32558717	32559453	chr10:32558717-32559453	-2.7094154	4.2424154
chr10	329288	329980	chr10:329288-329980	1.9163696	6.178782
chr10	32938034	32940078	chr10:32938034-32940078	0.19975221	6.617019
chr10	32948485	32948856	chr10:32948485-32948856	3.6691275	8.795608
chr10	32957374	32958881	chr10:32957374-32958881	8.361763	3.8961241
chr10	33036475	33037950	chr10:33036475-33037950	-1.0370944	4.0828443
chr10	33049429	33050717	chr10:33049429-33050717	-1.712968	5.3188634
chr10	33057077	33058328	chr10:33057077-33058328	1.4079999	8.7196665
chr10	3313720	3314571	chr10:3313720-3314571	2.3639438	8.047224
chr10	3317768	3319661	chr10:3317768-3319661	0.39092693	4.5057716
chr10	33467875	33468777	chr10:33467875-33468777	-2.6761906	3.7954469
chr10	33480064	33481142	chr10:33480064-33481142	-2.3351536	3.7113802
chr10	33509124	33509864	chr10:33509124-33509864	1.5995538	8.054771
chr10	34055367	34056550	chr10:34055367-34056550	-1.8818662	4.565024
chr10	34086861	34087623	chr10:34086861-34087623	-0.42290032	4.7954764
chr10	34161941	34162513	chr10:34161941-34162513	0.24467495	7.210459
chr10	34162877	34163703	chr10:34162877-34163703	2.1646972	9.701251
chr10	34280841	34281463	chr10:34280841-34281463	2.0441782	5.0027084
chr10	34434079	34434622	chr10:34434079-34434622	1.2886114	7.6918645
chr10	34739792	34740445	chr10:34739792-34740445	0.90769553	6.3150916
chr10	34758276	34758882	chr10:34758276-34758882	2.2177386	8.488553
chr10	34764324	34765174	chr10:34764324-34765174	2.4481385	9.818802
chr10	34791200	34792750	chr10:34791200-34792750	1.7101651	5.576687
chr10	34814072	34816071	chr10:34814072-34816071	4.940948	3.8400002
chr10	3482221	3482801	chr10:3482221-3482801	1.5898156	7.3599377
chr10	34943739	34944527	chr10:34943739-34944527	0.38286895	6.400537
chr10	34951416	34951988	chr10:34951416-34951988	0.2682786	6.452987
chr10	34994593	34995203	chr10:34994593-34995203	2.4928615	4.9335217
chr10	35089657	35091081	chr10:35089657-35091081	10.022471	4.3173165
chr10	35126267	35128109	chr10:35126267-35128109	8.806479	4.3254824
chr10	35195035	35196506	chr10:35195035-35196506	3.6759021	7.427981
chr10	3525941	3526430	chr10:3525941-3526430	1.8657688	7.387205
chr10	35268076	35269214	chr10:35268076-35269214	2.0212016	7.0798554
chr10	35300091	35300543	chr10:35300091-35300543	0.9795672	6.801259
chr10	35335723	35337587	chr10:35335723-35337587	7.299344	4.023445
chr10	35378540	35379965	chr10:35378540-35379965	3.5915112	9.021276
chr10	3539028	3540231	chr10:3539028-3540231	2.0936692	6.6670084
chr10	35391138	35391854	chr10:35391138-35391854	3.865631	9.66727
chr10	35412618	35413229	chr10:35412618-35413229	2.403009	9.085169
chr10	35413748	35414861	chr10:35413748-35414861	3.3639376	8.908608
chr10	35533037	35533945	chr10:35533037-35533945	1.7612224	9.174148
chr10	35640968	35642817	chr10:35640968-35642817	6.1341853	4.250996
chr10	35700293	35701442	chr10:35700293-35701442	0.14500883	5.8053637
chr10	3665130	3666445	chr10:3665130-3666445	4.148402	9.085222
chr10	3668364	3668855	chr10:3668364-3668855	3.8073921	8.5750475
chr10	3762841	3763514	chr10:3762841-3763514	2.6333208	7.328659
chr10	3764660	3765727	chr10:3764660-3765727	1.8134137	7.4164815
chr10	37679504	37680720	chr10:37679504-37680720	-1.8440855	3.6157336
chr10	37726560	37727640	chr10:37726560-37727640	-1.8432598	4.1287136
chr10	37738021	37738413	chr10:37738021-37738413	-1.8631679	4.500587
chr10	3775072	3776383	chr10:3775072-3776383	1.4998981	2.9788065
chr10	37751789	37752739	chr10:37751789-37752739	-0.9660848	4.9165497
chr10	3784667	3786173	chr10:3784667-3786173	9.025782	4.1288915
chr10	37976068	37976977	chr10:37976068-37976977	8.299136	4.8493223
chr10	37995544	37996189	chr10:37995544-37996189	-2.624774	4.256628
chr10	38002869	38004375	chr10:38002869-38004375	1.2098539	8.343337
chr10	3805810	3806161	chr10:3805810-3806161	3.3494856	9.298696
chr10	3809371	3810451	chr10:3809371-3810451	4.3413544	7.9457216
chr10	38093879	38095225	chr10:38093879-38095225	8.118969	6.042472
chr10	38156602	38157634	chr10:38156602-38157634	-1.7430729	3.5308533
chr10	38402238	38404009	chr10:38402238-38404009	8.120413	5.526036
chr10	38448852	38449447	chr10:38448852-38449447	-2.562765	3.3666472
chr10	3852212	3853337	chr10:3852212-3853337	3.1996076	8.408014
chr10	3890662	3891555	chr10:3890662-3891555	4.474684	9.032559
chr10	3926332	3927440	chr10:3926332-3927440	3.1214988	9.51283
chr10	394236	395042	chr10:394236-395042	-0.25450784	4.7448707
chr10	3943705	3944050	chr10:3943705-3944050	-0.095480345	5.6822944
chr10	415951	416438	chr10:415951-416438	0.37330922	4.9744997
chr10	4234667	4235033	chr10:4234667-4235033	1.013897	6.282472
chr10	42367146	42368380	chr10:42367146-42368380	7.271449	6.303468
chr10	42475056	42476423	chr10:42475056-42476423	4.255455	4.670343
chr10	42491090	42491501	chr10:42491090-42491501	0.41033638	7.5001698
chr10	42543861	42544371	chr10:42543861-42544371	1.6542319	8.728371
chr10	42551789	42553251	chr10:42551789-42553251	7.9549255	6.0397644
chr10	42623755	42624582	chr10:42623755-42624582	0.35577798	6.814254
chr10	42637786	42638911	chr10:42637786-42638911	8.377423	4.8619795
chr10	42644807	42646158	chr10:42644807-42646158	3.3236935	9.579061
chr10	42646714	42647628	chr10:42646714-42647628	2.5217097	9.538599
chr10	42653822	42655179	chr10:42653822-42655179	2.020252	8.666851
chr10	42672080	42673467	chr10:42672080-42673467	-0.49162123	5.775804
chr10	42734361	42734776	chr10:42734361-42734776	-0.23528035	6.118146
chr10	42768432	42769988	chr10:42768432-42769988	3.2416441	9.874527
chr10	42782045	42783422	chr10:42782045-42783422	9.557251	6.126937
chr10	42932310	42933962	chr10:42932310-42933962	-0.93340313	3.7327707
chr10	42979284	42979555	chr10:42979284-42979555	1.5679742	7.2072496
chr10	42988967	42989267	chr10:42988967-42989267	1.7514656	5.942967
chr10	43056013	43057014	chr10:43056013-43057014	-1.0568508	4.0602345
chr10	43105007	43106349	chr10:43105007-43106349	3.478242	4.321425
chr10	43137741	43139141	chr10:43137741-43139141	7.1017585	4.3613415
chr10	43202261	43204375	chr10:43202261-43204375	5.928265	4.7453356
chr10	43210558	43211538	chr10:43210558-43211538	0.47100148	4.734567
chr10	43255438	43256362	chr10:43255438-43256362	2.0661435	4.1080904
chr10	43263384	43263889	chr10:43263384-43263889	-0.37845832	4.2230687
chr10	43284170	43284778	chr10:43284170-43284778	3.6386297	1.573288
chr10	43286886	43287572	chr10:43286886-43287572	1.5513772	6.277238
chr10	43322521	43323391	chr10:43322521-43323391	0.96707636	5.167433
chr10	43342519	43343193	chr10:43342519-43343193	0.0149984155	3.927047
chr10	43355543	43356524	chr10:43355543-43356524	1.283301	7.1960464
chr10	43380849	43381076	chr10:43380849-43381076	3.600268	8.653989
chr10	43389950	43391090	chr10:43389950-43391090	1.6058671	3.6250145
chr10	43395809	43397601	chr10:43395809-43397601	8.913356	4.086331
chr10	43407183	43409574	chr10:43407183-43409574	8.984368	4.259405
chr10	43416729	43418780	chr10:43416729-43418780	3.8651938	9.718385
chr10	43420271	43421229	chr10:43420271-43421229	7.929762	4.6285152
chr10	43455057	43456306	chr10:43455057-43456306	8.353855	4.790718
chr10	43573794	43575056	chr10:43573794-43575056	9.132471	5.4139175
chr10	43594790	43596478	chr10:43594790-43596478	0.80036753	6.4464083
chr10	43599235	43599621	chr10:43599235-43599621	3.0102954	9.882735
chr10	43606155	43607410	chr10:43606155-43607410	8.8002300000000009	6.035129
chr10	43679746	43680606	chr10:43679746-43680606	1.0790901	7.250045
chr10	43683453	43683738	chr10:43683453-43683738	2.2593164	4.414771
chr10	43983511	43984652	chr10:43983511-43984652	1.187175	8.906003
chr10	44233293	44234093	chr10:44233293-44234093	2.160089	6.2835293
chr10	44249314	44250256	chr10:44249314-44250256	0.4387749	6.0231733
chr10	44310675	44311615	chr10:44310675-44311615	4.741621	4.615672
chr10	44316351	44317203	chr10:44316351-44317203	0.15109277	5.4226875
chr10	44477826	44478751	chr10:44477826-44478751	1.7625631	8.725711
chr10	44788921	44789309	chr10:44788921-44789309	1.5107533	7.2051463
chr10	44864559	44865649	chr10:44864559-44865649	3.2840297	4.427333
chr10	44878885	44879752	chr10:44878885-44879752	0.90523374	4.7203326
chr10	44959126	44960150	chr10:44959126-44960150	6.069642	4.9050198
chr10	44974663	44975399	chr10:44974663-44975399	5.9704437	4.7107725
chr10	44978490	44979281	chr10:44978490-44979281	4.184362	6.87372
chr10	44990528	44990782	chr10:44990528-44990782	2.7328343	4.338683
chr10	45000548	45001917	chr10:45000548-45001917	8.064325	4.417833
chr10	45071193	45071753	chr10:45071193-45071753	0.2820242	5.241191
chr10	45249441	45250873	chr10:45249441-45250873	2.5058947	5.334829
chr10	45410709	45411377	chr10:45410709-45411377	3.6957042	8.505923
chr10	45421257	45421541	chr10:45421257-45421541	0.44647768	5.993148
