Experiment Accession	Peak Accession	Biosample	Target	Lab	RFA
ENCSR445FHB	ENCFF109ADF	Homo sapiens A549 genetically modified (insertion) using CRISPR targeting H. sapiens FOXF2	FOXF2	"Michael Snyder, Stanford"	ENCODE4
ENCSR207GYC	ENCFF268RHV	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens ZNF70 treated with 6 ?M all-trans-retinoic acid for 48 hours	ZNF70	"Michael Snyder, Stanford"	ENCODE4
ENCSR965SHB	ENCFF519GKM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ATF4	ATF4	"Richard Myers, HAIB"	ENCODE4
ENCSR603BJQ	ENCFF605GXY	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXK1	FOXK1	"Richard Myers, HAIB"	ENCODE4
ENCSR959COF	ENCFF825GVH	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB10	ZBTB10	"Richard Myers, HAIB"	ENCODE4
ENCSR055FQB	ENCFF130OKL	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF217	ZNF217	"Richard Myers, HAIB"	ENCODE4
ENCSR565BVI	ENCFF069YFV	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NFAT5	NFAT5	"Richard Myers, HAIB"	ENCODE4
ENCSR185AYQ	ENCFF485CTI	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens DR1	DR1	"Richard Myers, HAIB"	ENCODE4
ENCSR493VBX	ENCFF810TWJ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN31	ZSCAN31	"Richard Myers, HAIB"	ENCODE4
ENCSR492FKD	ENCFF738IQL	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF257	ZNF257	"Michael Snyder, Stanford"	ENCODE4
ENCSR561BQM	ENCFF069QZX	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SIX1	SIX1	"Richard Myers, HAIB"	ENCODE4
ENCSR161CZA	ENCFF520POQ	Homo sapiens A549 genetically modified (insertion) using CRISPR targeting H. sapiens ATOH8	ATOH8	"Michael Snyder, Stanford"	ENCODE4
ENCSR645ZWR	ENCFF430YXJ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens IRF2	IRF2	"Richard Myers, HAIB"	ENCODE4
ENCSR879KXD	ENCFF057JFH	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21	RAD21	"Michael Snyder, Stanford"	ENCODE4
ENCSR518KLO	ENCFF233BHX	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NRL	NRL	"Richard Myers, HAIB"	ENCODE4
ENCSR206BVQ	ENCFF458FBS	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF786	ZNF786	"Richard Myers, HAIB"	ENCODE4
ENCSR886YJI	ENCFF550VES	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF574	ZNF574	"Richard Myers, HAIB"	ENCODE4
ENCSR784BVD	ENCFF239IMY	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens MYC	MYC	"Richard Myers, HAIB"	ENCODE4
ENCSR156JWW	ENCFF209UEC	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263	ZNF263	"Richard Myers, HAIB"	ENCODE4
ENCSR080EKH	ENCFF241YGM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens MATR3	MATR3	"Richard Myers, HAIB"	ENCODE4
ENCSR517HGZ	ENCFF482XKY	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF781	ZNF781	"Richard Myers, HAIB"	ENCODE4
ENCSR810DBO	ENCFF726AMU	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens PRMT3	PRMT3	"Richard Myers, HAIB"	ENCODE4
ENCSR520MCD	ENCFF929XBL	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens CEBPD	CEBPD	"Richard Myers, HAIB"	ENCODE4
ENCSR211BDR	ENCFF552XOP	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens JDP2	JDP2	"Richard Myers, HAIB"	ENCODE4
ENCSR313MMD	ENCFF927JRS	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263	ZNF263	"Richard Myers, HAIB"	ENCODE4
ENCSR669PVF	ENCFF464WKR	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF597	ZNF597	"Richard Myers, HAIB"	ENCODE4
ENCSR493JTJ	ENCFF405QTW	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ETV6	ETV6	"Richard Myers, HAIB"	ENCODE4
ENCSR569GKR	ENCFF996NWM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF253	ZNF253	"Richard Myers, HAIB"	ENCODE4
ENCSR268XPQ	ENCFF651OAU	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens TCF12	TCF12	"Richard Myers, HAIB"	ENCODE4
ENCSR641XWH	ENCFF253FJQ	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens TOX treated with 6 ?M all-trans-retinoic acid for 48 hours	TOX	"Michael Snyder, Stanford"	ENCODE4
ENCSR009LIA	ENCFF321MKV	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF10	ZNF10	"Richard Myers, HAIB"	ENCODE4
ENCSR578KEN	ENCFF289ZIR	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens USF2	USF2	"Richard Myers, HAIB"	ENCODE4
ENCSR222TVA	ENCFF352NGK	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF785	ZNF785	"Michael Snyder, Stanford"	ENCODE4
ENCSR377HQG	ENCFF207XCM	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF140	ZNF140	"Michael Snyder, Stanford"	ENCODE4
ENCSR347HAM	ENCFF120BVS	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF221	ZNF221	"Richard Myers, HAIB"	ENCODE4
ENCSR784IMK	ENCFF438IYI	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TFAP4	TFAP4	"Richard Myers, HAIB"	ENCODE4
ENCSR862LJQ	ENCFF959TJF	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF296	ZNF296	"Richard Myers, HAIB"	ENCODE4
ENCSR620ZUC	ENCFF254ZSQ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens CSRNP2	CSRNP2	"Richard Myers, HAIB"	ENCODE4
ENCSR978DQT	ENCFF624UXU	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZHX1	ZHX1	"Richard Myers, HAIB"	ENCODE4
ENCSR413AJG	ENCFF548ZQR	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXJ3	FOXJ3	"Richard Myers, HAIB"	ENCODE4
ENCSR310OZS	ENCFF510SAT	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NR5A1	NR5A1	"Richard Myers, HAIB"	ENCODE4
ENCSR865RXA	ENCFF081USG	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA1	FOXA1	"Richard Myers, HAIB"	ENCODE4
ENCSR982CFC	ENCFF996LQH	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NR0B2	NR0B2	"Richard Myers, HAIB"	ENCODE4
ENCSR050KWL	ENCFF904LYG	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN22	ZSCAN22	"Richard Myers, HAIB"	ENCODE4
ENCSR085XDP	ENCFF793HSJ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ATF1	ATF1	"Richard Myers, HAIB"	ENCODE4
ENCSR910MUD	ENCFF389YCG	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF138	ZNF138	"Richard Myers, HAIB"	ENCODE4
ENCSR849LXI	ENCFF478MAJ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens MTF1	MTF1	"Michael Snyder, Stanford"	ENCODE4
ENCSR481QLH	ENCFF514SEQ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NR3C1	NR3C1	"Richard Myers, HAIB"	ENCODE4
ENCSR560HRJ	ENCFF965BNM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF136	ZNF136	"Richard Myers, HAIB"	ENCODE4
ENCSR357YPP	ENCFF683CTP	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF124	ZNF124	"Richard Myers, HAIB"	ENCODE4
ENCSR475ZGL	ENCFF128YWS	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens MLX	MLX	"Richard Myers, HAIB"	ENCODE4
ENCSR619UPN	ENCFF810OHB	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF133	ZNF133	"Michael Snyder, Stanford"	ENCODE4
ENCSR013DKM	ENCFF468WZL	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF530	ZNF530	"Richard Myers, HAIB"	ENCODE4
ENCSR041YBR	ENCFF021JCJ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF12	ZNF12	"Richard Myers, HAIB"	ENCODE4
ENCSR516SMM	ENCFF316WFA	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SRF	SRF	"Richard Myers, HAIB"	ENCODE4
ENCSR286LPH	ENCFF618JPG	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF615	ZNF615	"Richard Myers, HAIB"	ENCODE4
ENCSR269DQN	ENCFF003HBS	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens MED13	MED13	"Richard Myers, HAIB"	ENCODE4
ENCSR574UJE	ENCFF837BSM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF485	ZNF485	"Richard Myers, HAIB"	ENCODE4
ENCSR056VYW	ENCFF822FXR	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF174	ZNF174	"Michael Snyder, Stanford"	ENCODE4
ENCSR758GOA	ENCFF337GED	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens CREB5 treated with 6 ?M all-trans-retinoic acid for 48 hours	CREB5	"Michael Snyder, Stanford"	ENCODE4
ENCSR748HJZ	ENCFF634TZG	Homo sapiens A549 genetically modified (insertion) using CRISPR targeting H. sapiens HOXB5	HOXB5	"Michael Snyder, Stanford"	ENCODE4
ENCSR002ZGC	ENCFF435MHH	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF212	ZNF212	"Michael Snyder, Stanford"	ENCODE4
ENCSR454SCH	ENCFF018HWM	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF7	ZNF7	"Richard Myers, HAIB"	ENCODE4
ENCSR775EOB	ENCFF727SKX	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SNAPC2	SNAPC2	"Richard Myers, HAIB"	ENCODE4
ENCSR620MHD	ENCFF702THZ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens KDM2B	KDM2B	"Michael Snyder, Stanford"	ENCODE4
ENCSR864WKA	ENCFF685UPN	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB34	ZBTB34	"Richard Myers, HAIB"	ENCODE4
ENCSR444MSK	ENCFF774NZZ	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens RFX7	RFX7	"Michael Snyder, Stanford"	ENCODE4
ENCSR180MUU	ENCFF625WYP	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens RREB1	RREB1	"Richard Myers, HAIB"	ENCODE4
ENCSR981BHT	ENCFF162UZN	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ADNP	ADNP	"Richard Myers, HAIB"	ENCODE4
ENCSR232LLP	ENCFF163LGN	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP4	FOXP4	"Richard Myers, HAIB"	ENCODE4
ENCSR249EYB	ENCFF772SCR	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL2	FOSL2	"Richard Myers, HAIB"	ENCODE4
ENCSR279OXE	ENCFF141HPL	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP30	ZFP30	"Michael Snyder, Stanford"	ENCODE4
ENCSR186JMM	ENCFF628KKY	Homo sapiens HEK293 genetically modified (insertion) using CRISPR targeting H. sapiens MEIS1	MEIS1	"Richard Myers, HAIB"	ENCODE4
ENCSR964ZJC	ENCFF825WJM	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF547	ZNF547	"Richard Myers, HAIB"	ENCODE4
ENCSR605KVV	ENCFF878TPY	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF251	ZNF251	"Richard Myers, HAIB"	ENCODE4
ENCSR617POJ	ENCFF795AWO	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP1	ZFP1	"Michael Snyder, Stanford"	ENCODE4
ENCSR516SWI	ENCFF946CTR	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens NR2C2	NR2C2	"Richard Myers, HAIB"	ENCODE4
ENCSR454GVT	ENCFF847UIM	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens NR2C2	NR2C2	"Richard Myers, HAIB"	ENCODE4
ENCSR350GZC	ENCFF701RWL	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF561	ZNF561	"Michael Snyder, Stanford"	ENCODE4
ENCSR856QJP	ENCFF230KZH	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF775	ZNF775	"Richard Myers, HAIB"	ENCODE4
ENCSR597MCV	ENCFF582HAZ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens LIN54	LIN54	"Richard Myers, HAIB"	ENCODE4
ENCSR924JOW	ENCFF555IKI	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens KAT7	KAT7	"Richard Myers, HAIB"	ENCODE4
ENCSR106GVM	ENCFF983DOM	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens SNAI2 treated with 6 ?M all-trans-retinoic acid for 48 hours	SNAI2	"Michael Snyder, Stanford"	ENCODE4
ENCSR980EGJ	ENCFF701DTE	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens TP53	TP53	"Richard Myers, HAIB"	ENCODE4
ENCSR801JWB	ENCFF601LMD	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HOMEZ	HOMEZ	"Michael Snyder, Stanford"	ENCODE4
ENCSR787CHF	ENCFF255QDL	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens USF1	USF1	"Richard Myers, HAIB"	ENCODE4
ENCSR181ABP	ENCFF079KQG	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF768	ZNF768	"Richard Myers, HAIB"	ENCODE4
ENCSR744CXJ	ENCFF763MXW	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ELF1	ELF1	"Richard Myers, HAIB"	ENCODE4
ENCSR489QDF	ENCFF579WDY	Homo sapiens glutamatergic neuron	CTCF	"Bradley Bernstein, Broad"	ENCODE4
ENCSR192SKV	ENCFF708HLM	Homo sapiens A549 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB4	HMGXB4	"Michael Snyder, Stanford"	ENCODE4
ENCSR498JCG	ENCFF518EGY	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ELF4	ELF4	"Richard Myers, HAIB"	ENCODE4
ENCSR054JMQ	ENCFF118ECK	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens REST	REST	"Michael Snyder, Stanford"	ENCODE4
ENCSR536CBU	ENCFF588CXX	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB9	ZBTB9	"Michael Snyder, Stanford"	ENCODE4
ENCSR946BXO	ENCFF620FIH	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens BRCA1	BRCA1	"Richard Myers, HAIB"	ENCODE4
ENCSR426PTT	ENCFF750AGR	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXO4	FOXO4	"Michael Snyder, Stanford"	ENCODE4
ENCSR567QAD	ENCFF683VXW	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB34	ZBTB34	"Michael Snyder, Stanford"	ENCODE4
ENCSR862VDD	ENCFF009LDQ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZIK1	ZIK1	"Richard Myers, HAIB"	ENCODE4
ENCSR507BRS	ENCFF950HXZ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens BATF2	BATF2	"Richard Myers, HAIB"	ENCODE4
ENCSR574VJG	ENCFF726LLI	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens NFIX	NFIX	"Michael Snyder, Stanford"	ENCODE4
ENCSR788SXN	ENCFF754OSO	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF607	ZNF607	"Richard Myers, HAIB"	ENCODE4
ENCSR759KXQ	ENCFF272IPH	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF337	ZNF337	"Richard Myers, HAIB"	ENCODE4
ENCSR890DSP	ENCFF368IYV	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens IRF1	IRF1	"Richard Myers, HAIB"	ENCODE4
ENCSR075PWK	ENCFF186RPU	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF225	ZNF225	"Richard Myers, HAIB"	ENCODE4
ENCSR626HJW	ENCFF866ARI	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HMG20A	HMG20A	"Richard Myers, HAIB"	ENCODE4
ENCSR590IHT	ENCFF857LEC	Homo sapiens A549 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF302	ZNF302	"Michael Snyder, Stanford"	ENCODE4
ENCSR704ENT	ENCFF396ZSB	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF776	ZNF776	"Richard Myers, HAIB"	ENCODE4
ENCSR199HGP	ENCFF697DRN	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN3	ZKSCAN3	"Michael Snyder, Stanford"	ENCODE4
ENCSR164YJZ	ENCFF687TJX	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NFKB2	NFKB2	"Richard Myers, HAIB"	ENCODE4
ENCSR731UPJ	ENCFF853YIS	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP41	ZFP41	"Richard Myers, HAIB"	ENCODE4
ENCSR335SUD	ENCFF318ZUN	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF436	ZNF436	"Michael Snyder, Stanford"	ENCODE4
ENCSR935GZV	ENCFF257CCO	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NFYB	NFYB	"Richard Myers, HAIB"	ENCODE4
ENCSR236YGF	ENCFF324DOU	Homo sapiens transverse colon tissue female adult (53 years)	CTCF	"Bradley Bernstein, Broad"	ENCODE4
ENCSR146UIC	ENCFF765MOP	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens NFYB	NFYB	"Richard Myers, HAIB"	ENCODE4
ENCSR526HRN	ENCFF882XTP	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF184	ZNF184	"Richard Myers, HAIB"	ENCODE4
ENCSR672BSA	ENCFF697NJT	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ETS1	ETS1	"Richard Myers, HAIB"	ENCODE4
ENCSR063FUV	ENCFF715DQS	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143	ZNF143	"Richard Myers, HAIB"	ENCODE4
ENCSR579YNY	ENCFF132DPY	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB40	ZBTB40	"Richard Myers, HAIB"	ENCODE4
ENCSR580HOI	ENCFF089XCL	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens RELA	RELA	"Richard Myers, HAIB"	ENCODE4
ENCSR374MAS	ENCFF954EXR	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens PITX1	PITX1	"Richard Myers, HAIB"	ENCODE4
ENCSR701WPG	ENCFF618NTX	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF800	ZNF800	"Richard Myers, HAIB"	ENCODE4
ENCSR606KTL	ENCFF569TJP	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF239	ZNF239	"Michael Snyder, Stanford"	ENCODE4
ENCSR930SOT	ENCFF286YTX	"Homo sapiens brain organoid female embryo (5 days), 30 days post differentiation"	CTCF	"Bradley Bernstein, Broad"	ENCODE4
ENCSR756SZU	ENCFF494FXL	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens KLF13	KLF13	"Richard Myers, HAIB"	ENCODE4
ENCSR360ECJ	ENCFF672PJF	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF232	ZNF232	"Richard Myers, HAIB"	ENCODE4
ENCSR214ZAV	ENCFF832IIP	Homo sapiens GM23338 genetically modified (insertion) using CRISPR targeting H. sapiens CREB1	CREB1	"Michael Snyder, Stanford"	ENCODE4
ENCSR915APT	ENCFF748PEB	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens TUT4	ZCCHC11	"Richard Myers, HAIB"	ENCODE4
ENCSR799FCZ	ENCFF023EDF	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens CREM	CREM	"Richard Myers, HAIB"	ENCODE4
ENCSR200AWS	ENCFF927LFN	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB40	ZBTB40	"Richard Myers, HAIB"	ENCODE4
ENCSR734WFB	ENCFF385UIF	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF697	ZNF697	"Richard Myers, HAIB"	ENCODE4
ENCSR508EEX	ENCFF193BGB	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF397	ZNF397	"Michael Snyder, Stanford"	ENCODE4
ENCSR800ASH	ENCFF104XLA	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF234	ZNF234	"Richard Myers, HAIB"	ENCODE4
ENCSR173NAL	ENCFF364DXQ	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF598	ZNF598	"Richard Myers, HAIB"	ENCODE4
ENCSR579RFH	ENCFF580MYL	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens SMAD3	SMAD3	"Richard Myers, HAIB"	ENCODE4
ENCSR427XYP	ENCFF959SMC	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740	ZNF740	"Richard Myers, HAIB"	ENCODE4
ENCSR722TRY	ENCFF165IYE	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens PAWR	PAWR	"Richard Myers, HAIB"	ENCODE4
