# REST + cCREs					
Chr	Start	End	cCRE accession	cCRE class	Silencer class
chr1	11053824	11054149	EH38E3954357	dELS	REST+ enhancer/silencer
chr1	110619747	110619991	EH38E2830563	dELS	REST+ enhancer/silencer
chr1	110800154	110800444	EH38E1375979	dELS	REST+ enhancer/silencer
chr11	109424946	109425250	EH38E2983329	dELS	REST+ enhancer/silencer
chr11	111334643	111334992	EH38E2983974	dELS	REST+ enhancer/silencer
chr11	112734258	112734567	EH38E4049301	dELS	REST+ enhancer/silencer
chr11	113979462	113979795	EH38E1571012	dELS	REST+ enhancer/silencer
chr11	114028025	114028239	EH38E2985315	dELS	REST+ enhancer/silencer
chr11	114198051	114198401	EH38E1571254	dELS	REST+ enhancer/silencer
chr11	114230165	114230333	EH38E4049612	dELS	REST+ enhancer/silencer
chr11	115496944	115497207	EH38E2986083	dELS	REST+ enhancer/silencer
chr11	117663479	117663757	EH38E2987308	dELS	REST+ enhancer/silencer
chr1	111833419	111833765	EH38E2831168	dELS	REST+ enhancer/silencer
chr11	118427787	118428073	EH38E2987989	dELS	REST+ enhancer/silencer
chr11	118842411	118842686	EH38E2988292	dELS	REST+ enhancer/silencer
chr11	118928161	118928511	EH38E2988429	dELS	REST+ enhancer/silencer
chr1	11194485	11194733	EH38E1318694	dELS	REST+ enhancer/silencer
chr11	119706050	119706387	EH38E2989076	dELS	REST+ enhancer/silencer
chr11	120185223	120185427	EH38E2989439	dELS	REST+ enhancer/silencer
chr11	120746436	120746663	EH38E2989809	dELS	REST+ enhancer/silencer
chr11	120750746	120751027	EH38E4051236	dELS	REST+ enhancer/silencer
chr11	120855023	120855325	EH38E2989862	dELS	REST+ enhancer/silencer
chr11	121554602	121554852	EH38E2990221	dELS	REST+ enhancer/silencer
chr11	121656092	121656442	EH38E2990280	dELS	REST+ enhancer/silencer
chr11	122267592	122267942	EH38E2990552	dELS	REST+ enhancer/silencer
chr1	112337034	112337226	EH38E1376883	dELS	REST+ enhancer/silencer
chr11	1238870	1239203	EH38E2938762	dELS	REST+ enhancer/silencer
chr1	112502190	112502391	EH38E2831471	dELS	REST+ enhancer/silencer
chr1	112515625	112515966	EH38E2831497	dELS	REST+ enhancer/silencer
chr11	126440850	126441183	EH38E2992788	dELS	REST+ enhancer/silencer
chr11	126546192	126546535	EH38E2992865	dELS	REST+ enhancer/silencer
chr11	126561332	126561656	EH38E4052365	dELS	REST+ enhancer/silencer
chr11	126635092	126635272	EH38E2992915	dELS	REST+ enhancer/silencer
chr11	127104098	127104304	EH38E2993143	dELS	REST+ enhancer/silencer
chr11	129277460	129277738	EH38E2994082	dELS	REST+ enhancer/silencer
chr11	129951589	129951928	EH38E1582105	dELS	REST+ enhancer/silencer
chr11	129965323	129965573	EH38E2994378	dELS	REST+ enhancer/silencer
chr1	113013926	113014088	EH38E2831790	dELS	REST+ enhancer/silencer
chr11	131122008	131122319	EH38E4053274	dELS	REST+ enhancer/silencer
chr11	131671830	131672117	EH38E2995315	dELS	REST+ enhancer/silencer
chr11	131925944	131926129	EH38E2995454	dELS	REST+ enhancer/silencer
chr11	132780152	132780442	EH38E4053693	dELS	REST+ enhancer/silencer
chr11	13289202	13289450	EH38E4030007	dELS	REST+ enhancer/silencer
chr11	133019643	133019806	EH38E4053768	dELS	REST+ enhancer/silencer
chr11	133104125	133104282	EH38E4053792	dELS	REST+ enhancer/silencer
chr11	133306048	133306374	EH38E1584132	dELS	REST+ enhancer/silencer
chr11	133323394	133323672	EH38E2995956	dELS	REST+ enhancer/silencer
chr11	133947337	133947655	EH38E2996166	dELS	REST+ enhancer/silencer
chr11	133968352	133968651	EH38E4054068	dELS	REST+ enhancer/silencer
chr11	134418506	134418794	EH38E2996521	dELS	REST+ enhancer/silencer
chr11	134667544	134667855	EH38E1584875	dELS	REST+ enhancer/silencer
chr11	134686542	134686741	EH38E1584881	dELS	REST+ enhancer/silencer
chr11	135027539	135027815	EH38E4054392	dELS	REST+ enhancer/silencer
chr11	1401616	1401966	EH38E4027503	dELS	REST+ enhancer/silencer
chr11	1401991	1402308	EH38E2938977	dELS	REST+ enhancer/silencer
chr11	1425508	1425712	EH38E2939021	dELS	REST+ enhancer/silencer
chr11	14269829	14270167	EH38E1522929	dELS	REST+ enhancer/silencer
chr11	1435817	1436012	EH38E2939030	dELS	REST+ enhancer/silencer
chr1	11473676	11473974	EH38E3954458	dELS	REST+ enhancer/silencer
chr1	115060624	115060796	EH38E2832581	dELS	REST+ enhancer/silencer
chr11	1519367	1519627	EH38E1514591	dELS	REST+ enhancer/silencer
chr1	116167994	116168167	EH38E2833104	dELS	REST+ enhancer/silencer
chr11	17000989	17001336	EH38E2947293	dELS	REST+ enhancer/silencer
chr11	17416636	17416796	EH38E2947499	dELS	REST+ enhancer/silencer
chr1	117537598	117537917	EH38E2833998	dELS	REST+ enhancer/silencer
chr1	117592189	117592538	EH38E2834039	dELS	REST+ enhancer/silencer
chr11	17731080	17731430	EH38E2947699	dELS	REST+ enhancer/silencer
chr1	11882880	11883206	EH38E2786663	dELS	REST+ enhancer/silencer
chr11	19344724	19344990	EH38E2948331	dELS	REST+ enhancer/silencer
chr11	19766334	19766525	EH38E2948595	dELS	REST+ enhancer/silencer
chr11	20974011	20974270	EH38E4031540	dELS	REST+ enhancer/silencer
chr11	21623025	21623364	EH38E2949190	dELS	REST+ enhancer/silencer
chr11	2217698	2217929	EH38E2940007	dELS	REST+ enhancer/silencer
chr1	12478217	12478562	EH38E2787178	dELS	REST+ enhancer/silencer
chr1	12604343	12604690	EH38E1319910	dELS	REST+ enhancer/silencer
chr11	26950435	26950760	EH38E2950149	dELS	REST+ enhancer/silencer
chr1	1298966	1299316	EH38E2777310	dELS	REST+ enhancer/silencer
chr1	1300420	1300762	EH38E2777313	dELS	REST+ enhancer/silencer
chr11	31987364	31987713	EH38E4033515	dELS	REST+ enhancer/silencer
chr1	1334920	1335266	EH38E2777380	dELS	REST+ enhancer/silencer
chr11	33500920	33501169	EH38E1531168	dELS	REST+ enhancer/silencer
chr11	33899356	33899699	EH38E1531515	dELS	REST+ enhancer/silencer
chr11	34313136	34313454	EH38E2952606	dELS	REST+ enhancer/silencer
chr11	35262805	35263068	EH38E4034152	dELS	REST+ enhancer/silencer
chr11	356039	356389	EH38E2937342	dELS	REST+ enhancer/silencer
chr11	35622132	35622431	EH38E2953415	dELS	REST+ enhancer/silencer
chr11	36106159	36106450	EH38E2953647	dELS	REST+ enhancer/silencer
chr11	3952815	3953019	EH38E1516543	dELS	REST+ enhancer/silencer
chr11	43197414	43197699	EH38E4035583	dELS	REST+ enhancer/silencer
chr11	43577030	43577349	EH38E4035666	dELS	REST+ enhancer/silencer
chr11	44112476	44112801	EH38E2955185	dELS	REST+ enhancer/silencer
chr11	44258169	44258470	EH38E2955251	dELS	REST+ enhancer/silencer
chr11	45097934	45098265	EH38E4036055	dELS	REST+ enhancer/silencer
chr11	45872785	45873019	EH38E1536974	dELS	REST+ enhancer/silencer
chr11	45899405	45899657	EH38E4036310	dELS	REST+ enhancer/silencer
chr1	146039128	146039364	EH38E2835719	dELS	REST+ enhancer/silencer
chr11	46388654	46388821	EH38E2956837	dELS	REST+ enhancer/silencer
chr11	46389439	46389784	EH38E2956840	dELS	REST+ enhancer/silencer
chr1	147272066	147272384	EH38E2835939	dELS	REST+ enhancer/silencer
chr11	48090763	48091056	EH38E2958054	dELS	REST+ enhancer/silencer
chr1	14867285	14867532	EH38E3955337	dELS	REST+ enhancer/silencer
chr1	151615917	151616263	EH38E1384456	dELS	REST+ enhancer/silencer
chr1	151828898	151829248	EH38E2837758	dELS	REST+ enhancer/silencer
chr1	15289369	15289713	EH38E2788445	dELS	REST+ enhancer/silencer
chr1	156414533	156414807	EH38E3980514	dELS	REST+ enhancer/silencer
chr1	156627329	156627677	EH38E2841030	dELS	REST+ enhancer/silencer
chr11	57150580	57150924	EH38E1539224	dELS	REST+ enhancer/silencer
chr1	157154927	157155277	EH38E1388725	dELS	REST+ enhancer/silencer
chr11	57217068	57217417	EH38E1539271	dELS	REST+ enhancer/silencer
chr1	15727147	15727476	EH38E2788825	dELS	REST+ enhancer/silencer
chr11	57474746	57475014	EH38E2958687	dELS	REST+ enhancer/silencer
chr11	57778501	57778850	EH38E1539787	dELS	REST+ enhancer/silencer
chr11	57885361	57885637	EH38E4037398	dELS	REST+ enhancer/silencer
chr1	159208209	159208546	EH38E2842300	dELS	REST+ enhancer/silencer
chr11	59767256	59767602	EH38E2959532	dELS	REST+ enhancer/silencer
chr1	159935751	159936095	EH38E2842585	dELS	REST+ enhancer/silencer
chr1	159936443	159936731	EH38E2842586	dELS	REST+ enhancer/silencer
chr1	160091763	160091990	EH38E2842718	dELS	REST+ enhancer/silencer
chr1	160354473	160354739	EH38E2842935	dELS	REST+ enhancer/silencer
chr1	160373720	160374062	EH38E2842951	dELS	REST+ enhancer/silencer
chr11	60389299	60389485	EH38E2959745	dELS	REST+ enhancer/silencer
chr11	61307469	61307665	EH38E2960415	dELS	REST+ enhancer/silencer
chr11	61375694	61376036	EH38E2960478	dELS	REST+ enhancer/silencer
chr1	161540112	161540444	EH38E2843871	dELS	REST+ enhancer/silencer
chr11	61545431	61545735	EH38E2960634	dELS	REST+ enhancer/silencer
chr11	61567225	61567550	EH38E4038101	dELS	REST+ enhancer/silencer
chr11	61583569	61583860	EH38E1541818	dELS	REST+ enhancer/silencer
chr11	61697128	61697477	EH38E2960808	dELS	REST+ enhancer/silencer
chr1	161726511	161726716	EH38E1391511	dELS	REST+ enhancer/silencer
chr11	61832349	61832619	EH38E2960993	dELS	REST+ enhancer/silencer
chr11	61856398	61856728	EH38E2961020	dELS	REST+ enhancer/silencer
chr11	61923693	61923922	EH38E2961126	dELS	REST+ enhancer/silencer
chr11	61971766	61972111	EH38E1542239	dELS	REST+ enhancer/silencer
chr11	62194043	62194246	EH38E2961312	dELS	REST+ enhancer/silencer
chr1	162230097	162230438	EH38E2844216	dELS	REST+ enhancer/silencer
chr11	62295528	62295836	EH38E4038312	dELS	REST+ enhancer/silencer
chr11	63892357	63892517	EH38E1543525	dELS	REST+ enhancer/silencer
chr11	63991597	63991890	EH38E4038704	dELS	REST+ enhancer/silencer
chr11	64019428	64019668	EH38E2962557	dELS	REST+ enhancer/silencer
chr11	64136900	64137249	EH38E2962718	dELS	REST+ enhancer/silencer
chr1	164590206	164590518	EH38E1393058	dELS	REST+ enhancer/silencer
chr1	164602760	164603051	EH38E1393073	dELS	REST+ enhancer/silencer
chr1	164607423	164607684	EH38E3982058	dELS	REST+ enhancer/silencer
chr11	64637800	64637978	EH38E2963313	dELS	REST+ enhancer/silencer
chr11	64697589	64697926	EH38E4038927	dELS	REST+ enhancer/silencer
chr11	65003298	65003641	EH38E2963821	dELS	REST+ enhancer/silencer
chr1	165228658	165228928	EH38E3982144	dELS	REST+ enhancer/silencer
chr11	65418719	65419007	EH38E2964274	dELS	REST+ enhancer/silencer
chr11	65477406	65477751	EH38E2964389	dELS	REST+ enhancer/silencer
chr11	65912076	65912246	EH38E2965021	dELS	REST+ enhancer/silencer
chr11	65975932	65976125	EH38E4039362	dELS	REST+ enhancer/silencer
chr11	66418173	66418518	EH38E1546199	dELS	REST+ enhancer/silencer
chr11	66418706	66419049	EH38E4039491	dELS	REST+ enhancer/silencer
chr11	66694727	66695076	EH38E2965889	dELS	REST+ enhancer/silencer
chr11	67081509	67081857	EH38E2966288	dELS	REST+ enhancer/silencer
chr11	68209221	68209377	EH38E2967426	dELS	REST+ enhancer/silencer
chr11	68315178	68315526	EH38E1547816	dELS	REST+ enhancer/silencer
chr1	168419729	168420068	EH38E2846653	dELS	REST+ enhancer/silencer
chr1	168609187	168609534	EH38E2846751	dELS	REST+ enhancer/silencer
chr11	68677461	68677809	EH38E2967863	dELS	REST+ enhancer/silencer
chr11	68714103	68714437	EH38E4040138	dELS	REST+ enhancer/silencer
chr11	68839192	68839541	EH38E2967951	dELS	REST+ enhancer/silencer
chr11	69487582	69487783	EH38E2968765	dELS	REST+ enhancer/silencer
chr1	169595780	169596099	EH38E2847167	dELS	REST+ enhancer/silencer
chr11	70568501	70568851	EH38E2969809	dELS	REST+ enhancer/silencer
chr1	170593242	170593589	EH38E1396641	dELS	REST+ enhancer/silencer
chr1	171911555	171911877	EH38E2847922	dELS	REST+ enhancer/silencer
chr11	72348311	72348579	EH38E1550709	dELS	REST+ enhancer/silencer
chr11	72471135	72471299	EH38E2970958	dELS	REST+ enhancer/silencer
chr1	172472572	172472915	EH38E1397778	dELS	REST+ enhancer/silencer
chr11	72612693	72612937	EH38E4041573	dELS	REST+ enhancer/silencer
chr11	72676803	72677152	EH38E4041586	dELS	REST+ enhancer/silencer
chr1	173190524	173190864	EH38E1398225	dELS	REST+ enhancer/silencer
chr11	73203797	73204147	EH38E1551474	dELS	REST+ enhancer/silencer
chr11	73286578	73286901	EH38E2971662	dELS	REST+ enhancer/silencer
chr11	73388962	73389146	EH38E2971806	dELS	REST+ enhancer/silencer
chr11	73779423	73779771	EH38E1551956	dELS	REST+ enhancer/silencer
chr11	73929518	73929701	EH38E2972081	dELS	REST+ enhancer/silencer
chr11	74138556	74138883	EH38E2972229	dELS	REST+ enhancer/silencer
chr11	74417861	74418034	EH38E2972338	dELS	REST+ enhancer/silencer
chr11	74506941	74507142	EH38E1552436	dELS	REST+ enhancer/silencer
chr11	75144478	75144781	EH38E2972686	dELS	REST+ enhancer/silencer
chr11	75204934	75205274	EH38E2972758	dELS	REST+ enhancer/silencer
chr1	176102219	176102563	EH38E1399743	dELS	REST+ enhancer/silencer
chr1	17632596	17632945	EH38E2790491	dELS	REST+ enhancer/silencer
chr11	77137140	77137367	EH38E2974284	dELS	REST+ enhancer/silencer
chr11	78768294	78768623	EH38E4043004	dELS	REST+ enhancer/silencer
chr11	78782777	78783021	EH38E2975089	dELS	REST+ enhancer/silencer
chr11	78861084	78861282	EH38E1555679	dELS	REST+ enhancer/silencer
chr1	18012829	18013081	EH38E1323565	dELS	REST+ enhancer/silencer
chr1	181485892	181486237	EH38E1402711	dELS	REST+ enhancer/silencer
chr11	82093009	82093329	EH38E4043772	dELS	REST+ enhancer/silencer
chr1	18256355	18256701	EH38E3956474	dELS	REST+ enhancer/silencer
chr1	18320048	18320392	EH38E2790832	dELS	REST+ enhancer/silencer
chr11	8328854	8329202	EH38E2943102	dELS	REST+ enhancer/silencer
chr11	83294279	83294503	EH38E1557235	dELS	REST+ enhancer/silencer
chr1	183444340	183444599	EH38E1403920	dELS	REST+ enhancer/silencer
chr1	183989141	183989491	EH38E2852928	dELS	REST+ enhancer/silencer
chr11	8403423	8403579	EH38E1518466	dELS	REST+ enhancer/silencer
chr11	84714309	84714659	EH38E1557833	dELS	REST+ enhancer/silencer
chr11	8480926	8481162	EH38E2943177	dELS	REST+ enhancer/silencer
chr1	186102561	186102907	EH38E2853800	dELS	REST+ enhancer/silencer
chr11	86503721	86504068	EH38E1558758	dELS	REST+ enhancer/silencer
chr1	18653345	18653678	EH38E1323974	dELS	REST+ enhancer/silencer
chr1	186618468	186618818	EH38E2853946	dELS	REST+ enhancer/silencer
chr11	86924027	86924370	EH38E1559098	dELS	REST+ enhancer/silencer
chr11	87215279	87215623	EH38E2977519	dELS	REST+ enhancer/silencer
chr11	8840380	8840678	EH38E2943366	dELS	REST+ enhancer/silencer
chr11	88414573	88414876	EH38E2977831	dELS	REST+ enhancer/silencer
chr11	88704560	88704841	EH38E1559928	dELS	REST+ enhancer/silencer
chr11	908271	908619	EH38E2938264	dELS	REST+ enhancer/silencer
chr11	92556511	92556745	EH38E2978578	dELS	REST+ enhancer/silencer
chr11	9364325	9364675	EH38E1519134	dELS	REST+ enhancer/silencer
chr11	93773046	93773341	EH38E4045789	dELS	REST+ enhancer/silencer
chr11	94218448	94218702	EH38E4045880	dELS	REST+ enhancer/silencer
chr1	1943989	1944283	EH38E2778118	dELS	REST+ enhancer/silencer
chr11	94588422	94588771	EH38E1561979	dELS	REST+ enhancer/silencer
chr11	94792566	94792796	EH38E2979391	dELS	REST+ enhancer/silencer
chr11	9551923	9552272	EH38E2943737	dELS	REST+ enhancer/silencer
chr11	955421	955766	EH38E2938321	dELS	REST+ enhancer/silencer
chr1	19676601	19676947	EH38E1324848	dELS	REST+ enhancer/silencer
chr1	19680695	19680985	EH38E3956931	dELS	REST+ enhancer/silencer
chr1	1974898	1975145	EH38E2778153	dELS	REST+ enhancer/silencer
chr1	19809129	19809340	EH38E3956968	dELS	REST+ enhancer/silencer
chr1	198556954	198557299	EH38E2856355	dELS	REST+ enhancer/silencer
chr1	199243453	199243801	EH38E2856704	dELS	REST+ enhancer/silencer
chr11	9990572	9990907	EH38E1519661	dELS	REST+ enhancer/silencer
chr1	201212525	201212728	EH38E3988894	dELS	REST+ enhancer/silencer
chr1	201279349	201279635	EH38E2857649	dELS	REST+ enhancer/silencer
chr1	201309485	201309780	EH38E2857683	dELS	REST+ enhancer/silencer
chr1	201369248	201369438	EH38E1411589	dELS	REST+ enhancer/silencer
chr1	201593376	201593724	EH38E2857985	dELS	REST+ enhancer/silencer
chr1	201594631	201594979	EH38E3988990	dELS	REST+ enhancer/silencer
chr1	201614210	201614553	EH38E3988997	dELS	REST+ enhancer/silencer
chr1	201704194	201704529	EH38E2858067	dELS	REST+ enhancer/silencer
chr1	202582431	202582658	EH38E1412798	dELS	REST+ enhancer/silencer
chr1	202657383	202657546	EH38E1412864	dELS	REST+ enhancer/silencer
chr1	202689569	202689753	EH38E3989233	dELS	REST+ enhancer/silencer
chr1	203048752	203049088	EH38E2859043	dELS	REST+ enhancer/silencer
chr1	203220002	203220263	EH38E3989346	dELS	REST+ enhancer/silencer
chr1	203440787	203441136	EH38E2859443	dELS	REST+ enhancer/silencer
chr1	20358763	20359108	EH38E2792142	dELS	REST+ enhancer/silencer
chr1	203601089	203601439	EH38E2859597	dELS	REST+ enhancer/silencer
chr1	20439413	20439586	EH38E1325393	dELS	REST+ enhancer/silencer
chr1	204409197	204409471	EH38E2860183	dELS	REST+ enhancer/silencer
chr1	204506945	204507282	EH38E2860298	dELS	REST+ enhancer/silencer
chr1	204647541	204647888	EH38E2860409	dELS	REST+ enhancer/silencer
chr1	204837498	204837837	EH38E3989711	dELS	REST+ enhancer/silencer
chr1	204859840	204860190	EH38E2860527	dELS	REST+ enhancer/silencer
chr1	204873482	204873721	EH38E1414875	dELS	REST+ enhancer/silencer
chr1	205054111	205054312	EH38E1415047	dELS	REST+ enhancer/silencer
chr1	206416485	206416834	EH38E1416096	dELS	REST+ enhancer/silencer
chr1	206673569	206673837	EH38E2861861	dELS	REST+ enhancer/silencer
chr1	206911194	206911363	EH38E1416611	dELS	REST+ enhancer/silencer
chr1	206979456	206979676	EH38E2862149	dELS	REST+ enhancer/silencer
chr1	209039734	209039916	EH38E1418102	dELS	REST+ enhancer/silencer
chr1	209398643	209398993	EH38E2863252	dELS	REST+ enhancer/silencer
chr12	104670002	104670351	EH38E3037372	dELS	REST+ enhancer/silencer
chr12	105205690	105206015	EH38E3037656	dELS	REST+ enhancer/silencer
chr12	105206830	105206989	EH38E3037659	dELS	REST+ enhancer/silencer
chr1	210739698	210739944	EH38E2863910	dELS	REST+ enhancer/silencer
chr12	108214539	108214829	EH38E4074883	dELS	REST+ enhancer/silencer
chr1	210855497	210855815	EH38E3991100	dELS	REST+ enhancer/silencer
chr12	108691564	108691914	EH38E1642437	dELS	REST+ enhancer/silencer
chr12	109711373	109711555	EH38E3040113	dELS	REST+ enhancer/silencer
chr12	109736633	109736983	EH38E4075314	dELS	REST+ enhancer/silencer
chr12	109910945	109911276	EH38E4075379	dELS	REST+ enhancer/silencer
chr12	110267210	110267557	EH38E1643715	dELS	REST+ enhancer/silencer
chr12	112892895	112893131	EH38E3041990	dELS	REST+ enhancer/silencer
chr12	113273173	113273362	EH38E1645729	dELS	REST+ enhancer/silencer
chr12	113427893	113428240	EH38E3042516	dELS	REST+ enhancer/silencer
chr12	115049805	115050101	EH38E1646795	dELS	REST+ enhancer/silencer
chr12	115129762	115130095	EH38E1646823	dELS	REST+ enhancer/silencer
chr12	116594754	116594986	EH38E3043943	dELS	REST+ enhancer/silencer
chr12	116818286	116818634	EH38E1647981	dELS	REST+ enhancer/silencer
chr12	116858059	116858403	EH38E4077322	dELS	REST+ enhancer/silencer
chr1	211698516	211698798	EH38E2864302	dELS	REST+ enhancer/silencer
chr12	118109169	118109436	EH38E1648664	dELS	REST+ enhancer/silencer
chr12	11847644	11847841	EH38E1593043	dELS	REST+ enhancer/silencer
chr12	11872161	11872415	EH38E3003549	dELS	REST+ enhancer/silencer
chr1	211874651	211874999	EH38E2864383	dELS	REST+ enhancer/silencer
chr12	118757519	118757776	EH38E4077793	dELS	REST+ enhancer/silencer
chr12	119061228	119061569	EH38E4077847	dELS	REST+ enhancer/silencer
chr1	211910583	211910812	EH38E2864409	dELS	REST+ enhancer/silencer
chr12	119208619	119208969	EH38E3045116	dELS	REST+ enhancer/silencer
chr1	211928276	211928618	EH38E1419890	dELS	REST+ enhancer/silencer
chr12	119347515	119347678	EH38E3045166	dELS	REST+ enhancer/silencer
chr12	120087024	120087374	EH38E3045483	dELS	REST+ enhancer/silencer
chr12	120814303	120814483	EH38E3046100	dELS	REST+ enhancer/silencer
chr12	122023774	122024114	EH38E4078619	dELS	REST+ enhancer/silencer
chr12	122350553	122350898	EH38E1651536	dELS	REST+ enhancer/silencer
chr1	212293627	212293932	EH38E2864620	dELS	REST+ enhancer/silencer
chr12	122948722	122948876	EH38E3047763	dELS	REST+ enhancer/silencer
chr12	123113018	123113365	EH38E3047975	dELS	REST+ enhancer/silencer
chr12	124695894	124696210	EH38E1653598	dELS	REST+ enhancer/silencer
chr12	124939905	124940247	EH38E3049574	dELS	REST+ enhancer/silencer
chr12	125195081	125195314	EH38E4079420	dELS	REST+ enhancer/silencer
chr12	125263509	125263670	EH38E4079446	dELS	REST+ enhancer/silencer
chr12	125518112	125518396	EH38E1654252	dELS	REST+ enhancer/silencer
chr12	126602643	126602978	EH38E3050087	dELS	REST+ enhancer/silencer
chr1	212677576	212677822	EH38E2864872	dELS	REST+ enhancer/silencer
chr1	212980071	212980419	EH38E2865026	dELS	REST+ enhancer/silencer
chr12	130461933	130462187	EH38E4080771	dELS	REST+ enhancer/silencer
chr12	130552662	130553012	EH38E3051380	dELS	REST+ enhancer/silencer
