# STARR silencer cCREs							
Chr	Start	End	cCRE accession	cCRE class	CAPRA quantification	P-value	Threshold
chr17	27484702	27484908	EH38E4158376	dELS	-0.8305	2.25E-02	Robust
chr6	144497713	144497960	EH38E2511553	dELS	-1.1328	2.25E-02	Robust
chr6	133533080	133533268	EH38E3733564	CA-CTCF	-0.8780	2.26E-02	Robust
chr2	219841792	219842076	EH38E4247620	CA	-1.0458	2.26E-02	Robust
chrX	120600520	120600743	EH38E4528134	CA	-0.9720	2.26E-02	Robust
chr14	91200973	91201219	EH38E3110893	dELS	-1.1583	2.26E-02	Robust
chr3	120062551	120062806	EH38E3533848	CA-CTCF	-1.1306	2.26E-02	Robust
chr17	16900754	16900907	EH38E1849577	CA-CTCF	-0.9099	2.27E-02	Robust
chr11	30228562	30228739	EH38E2950958	CA-CTCF	-1.0962	2.27E-02	Robust
chr17	30243645	30243871	EH38E3216915	dELS	-1.0390	2.27E-02	Robust
chr8	41902579	41902747	EH38E3830824	CA-CTCF	-0.8645	2.27E-02	Robust
chr7	116901248	116901446	EH38E4448542	TF	-0.9774	2.27E-02	Robust
chr5	11239408	11239561	EH38E3626390	dELS	-1.0609	2.27E-02	Robust
chr10	127556954	127557274	EH38E4024979	CA-CTCF	-1.1590	2.27E-02	Robust
chr6	23350290	23350491	EH38E3696432	dELS	-1.1590	2.27E-02	Robust
chr14	27506342	27506628	EH38E3088453	CA-H3K4me3	-1.1481	2.27E-02	Robust
chr5	115915727	115915917	EH38E3655276	dELS	-0.9247	2.27E-02	Robust
chr3	16320761	16321061	EH38E3499046	dELS	-1.1120	2.27E-02	Robust
chr5	172468406	172468664	EH38E4389670	CA	-1.1525	2.28E-02	Robust
chr4	34357281	34357445	EH38E4331545	CA	-1.0049	2.28E-02	Robust
chr13	29548137	29548393	EH38E1663820	dELS	-1.0437	2.28E-02	Robust
chr10	81115361	81115562	EH38E4015088	CA	-1.1236	2.28E-02	Robust
chr12	123046491	123046763	EH38E3047892	dELS	-1.1364	2.28E-02	Robust
chr2	14628329	14628502	EH38E4207172	dELS	-0.9623	2.28E-02	Robust
chr12	33267701	33268018	EH38E1604275	dELS	-1.0434	2.28E-02	Robust
chr15	39905746	39905917	EH38E3128902	dELS	-0.9547	2.28E-02	Robust
chr3	143783117	143783415	EH38E3544878	CA-CTCF	-1.1549	2.29E-02	Robust
chr5	77521908	77522115	EH38E2384425	CA-CTCF	-0.9773	2.29E-02	Robust
chr2	227188695	227188948	EH38E3404460	dELS	-1.1501	2.29E-02	Robust
chr11	61841221	61841527	EH38E4038190	TF	-1.1584	2.29E-02	Robust
chr14	79578230	79578381	EH38E3107256	dELS	-1.1582	2.29E-02	Robust
chrX	124224613	124224864	EH38E2767317	dELS	-1.1582	2.29E-02	Robust
chr7	135926643	135926842	EH38E3802531	dELS	-1.1458	2.29E-02	Robust
chr15	48190884	48191206	EH38E4121896	pELS	-1.1432	2.30E-02	Robust
chr21	35637437	35637782	EH38E2139756	dELS	-1.1432	2.30E-02	Robust
chr17	3022970	3023206	EH38E3204149	dELS	-1.0161	2.30E-02	Robust
chr16	84987967	84988221	EH38E3195667	dELS	-0.9291	2.30E-02	Robust
chr7	132245571	132245859	EH38E4451629	TF	-1.1431	2.30E-02	Robust
chr22	27856473	27856677	EH38E2155839	dELS	-0.9749	2.30E-02	Robust
chr12	80340714	80340921	EH38E4069561	CA	-1.0207	2.30E-02	Robust
chr11	46451824	46452051	EH38E2956879	pELS	-1.0579	2.30E-02	Robust
chr2	134121742	134121985	EH38E3373059	pELS	-1.0579	2.30E-02	Robust
chr22	22228437	22228787	EH38E3469946	pELS	-1.0579	2.30E-02	Robust
chr7	131162890	131163158	EH38E3800556	dELS	-1.0579	2.30E-02	Robust
chr9	13554681	13555029	EH38E2682581	dELS	-1.0579	2.30E-02	Robust
chr9	68875087	68875286	EH38E2694802	dELS	-1.0579	2.30E-02	Robust
chr7	97439910	97440117	EH38E3787344	CA-H3K4me3	-1.0180	2.30E-02	Robust
chr1	39150841	39151083	EH38E1339162	dELS	-1.0930	2.30E-02	Robust
chr17	57640206	57640392	EH38E1873466	dELS	-0.9622	2.30E-02	Robust
chr13	39559929	39560273	EH38E3061726	dELS	-1.0578	2.30E-02	Robust
chr17	8172550	8172889	EH38E4155110	pELS	-1.0578	2.30E-02	Robust
chr2	131629487	131629823	EH38E3372335	dELS	-1.0578	2.30E-02	Robust
chr2	203404638	203404975	EH38E4244594	dELS	-1.0578	2.30E-02	Robust
chr6	92565147	92565496	EH38E4410718	CA	-1.0578	2.30E-02	Robust
chr6	43024430	43024775	EH38E3708763	dELS	-1.0578	2.30E-02	Robust
chr4	16754179	16754439	EH38E3575498	dELS	-1.0517	2.30E-02	Robust
chr16	3785490	3785682	EH38E4134195	CA	-0.8878	2.30E-02	Robust
chr6	32193646	32193796	EH38E3701356	pELS	-0.9726	2.30E-02	Robust
chr1	238009223	238009551	EH38E3997140	CA	-1.1428	2.31E-02	Robust
chr13	62177423	62177751	EH38E4089302	CA	-1.0718	2.31E-02	Robust
chr9	37564162	37564420	EH38E2693305	dELS	-0.9829	2.31E-02	Robust
chr4	54556600	54556945	EH38E3584979	dELS	-1.1527	2.31E-02	Robust
chr19	49529371	49529541	EH38E3313383	pELS	-0.8653	2.31E-02	Robust
chr14	79161640	79161932	EH38E4110977	CA-TF	-1.1544	2.31E-02	Robust
chr11	18693391	18693740	EH38E2948106	dELS	-1.0715	2.31E-02	Robust
chr15	68685978	68686191	EH38E3142620	dELS	-1.0715	2.31E-02	Robust
chr4	113836892	113837242	EH38E2321562	dELS	-1.0715	2.31E-02	Robust
chr8	22228573	22228918	EH38E3822142	dELS	-1.0715	2.31E-02	Robust
chr14	59355236	59355514	EH38E3097652	dELS	-1.1525	2.31E-02	Robust
chr3	31197458	31197625	EH38E2189154	dELS	-1.0597	2.32E-02	Robust
chr1	32111895	32112108	EH38E1334809	dELS	-1.0768	2.32E-02	Robust
chr1	193452602	193452759	EH38E2855251	CA-CTCF	-1.1110	2.32E-02	Robust
chr3	75551311	75551473	EH38E4302112	CA-CTCF	-0.9799	2.32E-02	Robust
chr3	63644454	63644792	EH38E3519557	dELS	-1.1552	2.32E-02	Robust
chr2	160786294	160786510	EH38E4236626	CA	-1.0269	2.32E-02	Robust
chr3	149452161	149452360	EH38E3546395	CA-H3K4me3	-1.0033	2.32E-02	Robust
chr2	38116506	38116663	EH38E3337382	dELS	-1.1087	2.32E-02	Robust
chr12	54209956	54210245	EH38E3019358	CA-H3K4me3	-1.0786	2.33E-02	Robust
chr4	49115217	49115459	EH38E4334059	dELS	-1.0690	2.33E-02	Robust
chr17	21435672	21435830	EH38E3214447	dELS	-1.1356	2.33E-02	Robust
chr3	73108547	73108770	EH38E2214746	CA-CTCF	-1.1356	2.33E-02	Robust
chr9	7520417	7520750	EH38E3873721	CA-CTCF	-1.1356	2.33E-02	Robust
chr2	85644932	85645281	EH38E3355749	dELS	-1.1000	2.33E-02	Robust
chr10	69330644	69330830	EH38E2905500	dELS	-1.0234	2.33E-02	Robust
chr16	17149953	17150199	EH38E3170970	dELS	-1.1227	2.34E-02	Robust
chr1	18072224	18072505	EH38E2790701	dELS	-0.9690	2.34E-02	Robust
chr10	126916753	126916953	EH38E4024817	dELS	-1.0890	2.34E-02	Robust
chr5	177536418	177536742	EH38E4390905	dELS	-1.1151	2.34E-02	Robust
chr8	141333879	141334186	EH38E3866227	CA-H3K4me3	-1.0874	2.34E-02	Robust
chr20	39659819	39659983	EH38E3432210	dELS	-1.0694	2.34E-02	Robust
chr17	16877155	16877441	EH38E4156946	CA-TF	-1.0774	2.34E-02	Robust
chr13	98786785	98786985	EH38E3077063	CA-CTCF	-0.9941	2.34E-02	Robust
chr2	54915146	54915494	EH38E4215902	CA	-1.1481	2.35E-02	Robust
chr20	47245229	47245567	EH38E3436137	dELS	-1.1481	2.35E-02	Robust
chr9	124110328	124110669	EH38E4507126	CA-CTCF	-1.1481	2.35E-02	Robust
chr10	62190566	62190857	EH38E1472219	dELS	-1.0847	2.35E-02	Robust
chr20	60735673	60735880	EH38E3445838	dELS	-1.0072	2.35E-02	Robust
chr4	156875139	156875426	EH38E4351905	TF	-1.1212	2.35E-02	Robust
chr20	41319189	41319503	EH38E4261948	TF	-1.1224	2.35E-02	Robust
chr16	89021569	89021722	EH38E3200151	dELS	-0.9423	2.35E-02	Robust
chr3	123532299	123532515	EH38E2232960	dELS	-1.0426	2.35E-02	Robust
chr10	97403023	97403187	EH38E4018052	pELS	-1.1260	2.35E-02	Robust
chr11	19071225	19071567	EH38E2948225	dELS	-1.1260	2.35E-02	Robust
chr12	104993297	104993637	EH38E3037559	dELS	-1.1260	2.35E-02	Robust
chr8	93717454	93717758	EH38E2647938	pELS	-1.1260	2.35E-02	Robust
chr6	89413811	89414098	EH38E3720448	pELS	-1.1007	2.35E-02	Robust
chr3	59043433	59043782	EH38E4298710	CA	-1.0585	2.35E-02	Robust
chr22	27113769	27113941	EH38E3473437	dELS	-0.9203	2.36E-02	Robust
chr10	86650546	86650700	EH38E2914152	dELS	-0.8269	2.36E-02	Robust
chr5	71717457	71717807	EH38E4370589	TF	-1.1009	2.36E-02	Robust
chr1	244882317	244882667	EH38E3998582	TF	-0.8198	2.36E-02	Robust
chr11	46755434	46755773	EH38E1537726	dELS	-0.8198	2.36E-02	Robust
chr11	73570829	73571004	EH38E1551839	dELS	-0.8198	2.36E-02	Robust
chr12	29094857	29095166	EH38E1601979	dELS	-0.8198	2.36E-02	Robust
chr12	78563213	78563562	EH38E1626940	dELS	-0.8198	2.36E-02	Robust
chr12	88810299	88810588	EH38E4071044	CA	-0.8198	2.36E-02	Robust
chr12	6426077	6426422	EH38E3000909	dELS	-0.8198	2.36E-02	Robust
chr14	44736346	44736663	EH38E4104803	CA	-0.8198	2.36E-02	Robust
chr16	3698591	3698824	EH38E4134171	dELS	-0.8198	2.36E-02	Robust
chr19	13807050	13807382	EH38E4193575	CA-CTCF	-0.8198	2.36E-02	Robust
chr19	45952597	45952933	EH38E4200530	dELS	-0.8198	2.36E-02	Robust
chr19	3923835	3924185	EH38E4190706	TF	-0.8198	2.36E-02	Robust
chr2	955981	956296	EH38E3319796	CA-H3K4me3	-0.8198	2.36E-02	Robust
chr2	224677600	224677865	EH38E4248656	dELS	-0.8198	2.36E-02	Robust
chr22	31897929	31898279	EH38E3476629	dELS	-0.8198	2.36E-02	Robust
chr3	29195091	29195432	EH38E2187879	dELS	-0.8198	2.36E-02	Robust
chr3	41143454	41143803	EH38E2194639	dELS	-0.8198	2.36E-02	Robust
chr3	79427479	79427702	EH38E2216968	CA-H3K4me3	-0.8198	2.36E-02	Robust
chr3	4730740	4731059	EH38E3492804	dELS	-0.8198	2.36E-02	Robust
chr3	113136596	113136934	EH38E3531735	dELS	-0.8198	2.36E-02	Robust
chr4	28149773	28150117	EH38E2288549	TF	-0.8198	2.36E-02	Robust
chr6	134016398	134016742	EH38E2504800	dELS	-0.8198	2.36E-02	Robust
chr7	135206895	135207227	EH38E2593373	PLS	-0.8198	2.36E-02	Robust
chr7	80645144	80645424	EH38E4441261	pELS	-0.8198	2.36E-02	Robust
chr8	128728531	128728860	EH38E3859560	CA-CTCF	-0.8198	2.36E-02	Robust
chr8	6706472	6706820	EH38E3815741	pELS	-0.8198	2.36E-02	Robust
chr8	123419543	123419780	EH38E3855722	dELS	-0.8198	2.36E-02	Robust
chr9	114682906	114683158	EH38E2720434	CA-CTCF	-0.8198	2.36E-02	Robust
chr9	21777183	21777453	EH38E3877894	dELS	-0.8198	2.36E-02	Robust
chr9	135187783	135188050	EH38E3918183	dELS	-0.8198	2.36E-02	Robust
chr9	92221444	92221683	EH38E4500818	CA	-1.0479	2.36E-02	Robust
chr11	128016255	128016510	EH38E4052709	CA	-1.0589	2.36E-02	Robust
chr12	117277048	117277333	EH38E4077425	CA	-1.1339	2.36E-02	Robust
chr2	39858737	39858967	EH38E4212959	CA-CTCF	-1.1339	2.36E-02	Robust
chr5	131616627	131616944	EH38E3660052	dELS	-1.1462	2.36E-02	Robust
chr16	78931385	78931598	EH38E1829856	dELS	-1.0017	2.37E-02	Robust
chr6	24530099	24530262	EH38E2454564	dELS	-1.0322	2.37E-02	Robust
chr11	20415612	20415803	EH38E4031393	dELS	-0.8956	2.38E-02	Robust
chr11	60484088	60484256	EH38E2959775	dELS	-0.9178	2.38E-02	Robust
chr9	136809747	136810045	EH38E3920355	pELS	-1.1399	2.38E-02	Robust
chr16	7713339	7713551	EH38E4135336	CA	-1.1398	2.38E-02	Robust
chr4	18082302	18082619	EH38E2284528	dELS	-1.1398	2.38E-02	Robust
chr4	104099182	104099527	EH38E4342782	TF	-1.1398	2.38E-02	Robust
chr2	219046002	219046291	EH38E4247414	CA-CTCF	-1.1040	2.39E-02	Robust
chr9	122642259	122642575	EH38E4506790	CA-CTCF	-1.0893	2.39E-02	Robust
chr1	232701751	232701924	EH38E3996039	CA	-0.8914	2.39E-02	Robust
chr11	46422302	46422568	EH38E1537450	dELS	-1.1503	2.39E-02	Robust
chr5	117615328	117615540	EH38E2401602	dELS	-1.1503	2.39E-02	Robust
chr6	52946267	52946617	EH38E2473419	pELS	-1.1503	2.39E-02	Robust
chr1	15100869	15101108	EH38E2788266	dELS	-1.0035	2.39E-02	Robust
chr19	14129916	14130080	EH38E4193679	dELS	-1.1417	2.39E-02	Robust
chr18	26207236	26207522	EH38E3261273	dELS	-1.1095	2.39E-02	Robust
chr7	155354487	155354746	EH38E4456832	TF	-1.1038	2.39E-02	Robust
chr1	7668479	7668812	EH38E2783187	dELS	-1.1415	2.39E-02	Robust
chr16	9270978	9271328	EH38E4135820	TF	-1.0890	2.39E-02	Robust
chr4	11881946	11882295	EH38E4327366	dELS	-1.0890	2.39E-02	Robust
chr12	123543791	123544001	EH38E4078932	dELS	-1.0510	2.39E-02	Robust
chr14	34468607	34468859	EH38E4102984	TF	-1.1157	2.39E-02	Robust
chr19	38226704	38226914	EH38E3304063	dELS	-1.0567	2.40E-02	Robust
chr21	7921720	7922041	EH38E4269563	CA-H3K4me3	-1.0567	2.40E-02	Robust
chr14	71132203	71132462	EH38E3103042	dELS	-1.0006	2.40E-02	Robust
chr14	54006472	54006671	EH38E4106288	CA	-0.8803	2.40E-02	Robust
chr1	70437665	70437917	EH38E1358266	dELS	-1.0584	2.41E-02	Robust
chr17	30985753	30985945	EH38E4159158	CA	-0.8333	2.41E-02	Robust
chr17	75932914	75933187	EH38E1886466	dELS	-1.1044	2.41E-02	Robust
chr14	94867325	94867480	EH38E3113217	dELS	-0.8842	2.41E-02	Robust
chr9	114069831	114070021	EH38E4505019	CA	-0.8643	2.41E-02	Robust
chr7	121247401	121247585	EH38E2586033	dELS	-0.9250	2.42E-02	Robust
chr6	8453631	8453875	EH38E4393877	CA	-1.1444	2.42E-02	Robust
chr7	79973827	79974081	EH38E2566309	CA-CTCF	-1.1444	2.42E-02	Robust
chr2	29681500	29681782	EH38E3334418	pELS	-1.0000	2.42E-02	Robust
chr2	119298888	119299142	EH38E3367379	dELS	-1.1242	2.42E-02	Robust
chr19	48222505	48222764	EH38E4201147	CA	-1.1457	2.42E-02	Robust
chr5	117783667	117783922	EH38E2401650	CA-H3K4me3	-1.1457	2.42E-02	Robust
chr2	104483174	104483384	EH38E4225066	CA	-0.9476	2.42E-02	Robust
chr2	215764542	215764876	EH38E3398801	dELS	-1.1442	2.43E-02	Robust
chr9	97554710	97554915	EH38E3896451	pELS	-0.8548	2.43E-02	Robust
chr3	49158161	49158418	EH38E3512320	dELS	-1.0991	2.43E-02	Robust
chr14	81715772	81716097	EH38E4111458	CA	-1.1074	2.43E-02	Robust
chr2	65490319	65490533	EH38E4217929	TF	-1.0413	2.43E-02	Robust
chr7	122148140	122148421	EH38E3796976	dELS	-1.1295	2.43E-02	Robust
chr16	29034412	29034762	EH38E4140827	TF	-1.1452	2.43E-02	Robust
chr1	236057450	236057613	EH38E3996780	TF	-1.0629	2.44E-02	Robust
chrX	70332696	70332897	EH38E2757794	CA-CTCF	-1.1365	2.44E-02	Robust
chr1	82796781	82796960	EH38E1362505	CA-CTCF	-1.1127	2.44E-02	Robust
chrX	148436489	148436808	EH38E4532238	CA	-1.1127	2.44E-02	Robust
chr11	102532804	102532980	EH38E2981432	CA-H3K4me3	-1.1044	2.44E-02	Robust
chr15	45289235	45289539	EH38E4121391	CA-CTCF	-1.1044	2.44E-02	Robust
chr17	26796933	26797176	EH38E3214681	dELS	-0.8859	2.44E-02	Robust
chr7	141126209	141126401	EH38E3804680	dELS	-0.8503	2.45E-02	Robust
chr3	70052549	70052751	EH38E2212549	CA	-0.9948	2.45E-02	Robust
chr19	6784944	6785145	EH38E3287084	pELS	-0.8682	2.45E-02	Robust
chr9	94789723	94789906	EH38E2709085	dELS	-0.9438	2.45E-02	Robust
chr11	45543897	45544159	EH38E4036203	pELS	-0.9573	2.45E-02	Robust
chr6	75598882	75599033	EH38E4407652	dELS	-1.0474	2.45E-02	Robust
chr10	89592558	89592858	EH38E2915610	PLS	-1.1285	2.45E-02	Robust
chr11	13249370	13249529	EH38E4029997	TF	-0.9717	2.45E-02	Robust
chr2	152720468	152720707	EH38E2042345	pELS	-1.1158	2.45E-02	Robust
chr20	48764830	48764983	EH38E3437678	dELS	-0.9716	2.45E-02	Robust
chr16	64823555	64823822	EH38E3185190	dELS	-1.0698	2.45E-02	Robust
chr17	1061010	1061335	EH38E3202354	dELS	-1.1449	2.46E-02	Robust
chr18	57655811	57656154	EH38E1919539	dELS	-1.1343	2.46E-02	Robust
chr7	3232277	3232613	EH38E3754887	dELS	-1.1343	2.46E-02	Robust
chr5	10494440	10494770	EH38E2356741	CA-H3K4me3	-1.1189	2.46E-02	Robust
chr15	57512616	57512828	EH38E1764885	dELS	-1.0535	2.46E-02	Robust
chr2	221442572	221442858	EH38E2077170	dELS	-1.1340	2.46E-02	Robust
chr20	9566187	9566522	EH38E4255196	CA	-1.0932	2.46E-02	Robust
chr1	92394071	92394264	EH38E3973062	TF	-1.0049	2.46E-02	Robust
chr4	99826100	99826332	EH38E3596847	dELS	-1.1074	2.46E-02	Robust
chr8	85211482	85211705	EH38E3843055	dELS	-1.0991	2.47E-02	Robust
chr10	15746461	15746675	EH38E4002694	dELS	-0.9223	2.47E-02	Robust
chr13	112313380	112313726	EH38E3082866	PLS	-1.1245	2.47E-02	Robust
chr1	151201418	151201720	EH38E1384144	dELS	-1.1436	2.47E-02	Robust
chr9	107253072	107253240	EH38E3899700	dELS	-0.9769	2.47E-02	Robust
chr13	41026427	41026594	EH38E3062519	dELS	-1.0006	2.47E-02	Robust
chr9	3380237	3380389	EH38E4489486	CA-CTCF	-1.0166	2.47E-02	Robust
chr1	63954297	63954461	EH38E2816450	dELS	-0.9345	2.47E-02	Robust
chr17	32852895	32853163	EH38E1857054	dELS	-1.1163	2.48E-02	Robust
chr17	77337264	77337428	EH38E4172225	CA	-1.1163	2.48E-02	Robust
chr12	39125591	39125932	EH38E3011488	dELS	-1.0885	2.48E-02	Robust
chr8	28389890	28390080	EH38E4464109	dELS	-0.9641	2.48E-02	Robust
chr2	26482967	26483286	EH38E4210324	dELS	-1.0353	2.48E-02	Robust
chr1	230971864	230972099	EH38E2873141	dELS	-0.9453	2.48E-02	Robust
chr15	52449324	52449653	EH38E3134570	dELS	-1.1263	2.48E-02	Robust
chr17	34731485	34731822	EH38E4160124	CA	-1.1263	2.48E-02	Robust
chr11	20079662	20079879	EH38E1526368	dELS	-1.0548	2.48E-02	Robust
chr18	47260345	47260690	EH38E4182469	CA-H3K4me3	-1.1376	2.48E-02	Robust
chr6	11316909	11317239	EH38E3690655	dELS	-1.1042	2.48E-02	Robust
chr13	38538448	38538785	EH38E3061393	dELS	-1.1422	2.48E-02	Robust
chr7	133069015	133069338	EH38E2592113	CA	-1.0706	2.48E-02	Robust
chr12	56728565	56728719	EH38E3020728	pELS	-1.1025	2.49E-02	Robust
chr5	81354208	81354463	EH38E2386687	dELS	-1.1347	2.49E-02	Robust
chr12	89094642	89094977	EH38E4071103	dELS	-1.1037	2.49E-02	Robust
chr2	9156588	9156938	EH38E4205878	TF	-1.1037	2.49E-02	Robust
chr12	94879633	94879890	EH38E4072225	CA-CTCF	-1.1346	2.49E-02	Robust
chr3	140847519	140847681	EH38E3543568	dELS	-0.9103	2.49E-02	Robust
chr1	46725237	46725556	EH38E1344946	dELS	-0.9616	2.49E-02	Robust
chr1	231387198	231387385	EH38E1431378	dELS	-0.9616	2.49E-02	Robust
chr10	91864830	91865091	EH38E1488499	dELS	-0.9616	2.49E-02	Robust
chr12	9545528	9545834	EH38E4056547	CA	-0.9616	2.49E-02	Robust
chr15	68982449	68982685	EH38E3142778	dELS	-0.9616	2.49E-02	Robust
chr16	79977806	79978009	EH38E4149661	CA	-0.9616	2.49E-02	Robust
chr16	3551472	3551822	EH38E4134131	TF	-0.9616	2.49E-02	Robust
chr17	34199939	34200281	EH38E1857684	dELS	-0.9616	2.49E-02	Robust
chr19	56946144	56946493	EH38E1965628	dELS	-0.9616	2.49E-02	Robust
chr2	202704267	202704583	EH38E3394707	dELS	-0.9616	2.49E-02	Robust
chr4	94269906	94270213	EH38E2313049	CA	-0.9616	2.49E-02	Robust
chr5	57033528	57033873	EH38E2373899	dELS	-0.9616	2.49E-02	Robust
chr8	1932652	1932981	EH38E3814531	dELS	-0.9616	2.49E-02	Robust
chr9	97528513	97528862	EH38E3896428	dELS	-0.9616	2.49E-02	Robust
chr7	133134848	133135136	EH38E4451908	CA-TF	-1.1204	2.49E-02	Robust
chr17	1698700	1698852	EH38E3203012	dELS	-1.1386	2.49E-02	Robust
chr5	95471968	95472318	EH38E2392328	dELS	-1.1061	2.49E-02	Robust
chr16	48411500	48411773	EH38E3178929	dELS	-0.9720	2.50E-02	Robust
chr10	18217641	18217972	EH38E2889136	dELS	-1.1036	2.50E-02	Robust
chr6	2491308	2491503	EH38E2439796	CA-CTCF	-1.1036	2.50E-02	Robust
chr3	31633203	31633428	EH38E4293208	dELS	-1.1284	2.50E-02	Robust
chr7	128064964	128065128	EH38E3798447	dELS	-0.8821	2.50E-02	Robust
chr12	109297815	109298016	EH38E3039831	CA-CTCF	-1.0517	2.50E-02	Robust
chr1	3968917	3969184	EH38E3952406	dELS	-0.9973	2.50E-02	Robust
chr3	143997516	143997737	EH38E3544970	dELS	-0.9973	2.50E-02	Robust
chr11	125506229	125506458	EH38E2992240	dELS	-1.0390	2.51E-02	Robust
chr5	135447638	135447818	EH38E3662658	pELS	-0.8363	2.51E-02	Robust
chr3	1206348	1206536	EH38E4286583	TF	-0.8796	2.51E-02	Robust
chr1	46529057	46529398	EH38E1344778	dELS	-1.0969	2.51E-02	Robust
chr15	56204391	56204584	EH38E3135541	dELS	-1.1305	2.51E-02	Robust
chr9	19599640	19599873	EH38E2685986	dELS	-0.8068	2.51E-02	Robust
chr1	57726150	57726350	EH38E2814134	dELS	-0.9817	2.51E-02	Robust
chr10	101081011	101081271	EH38E4018984	CA-TF	-1.0950	2.51E-02	Robust
chr6	44681790	44682128	EH38E3710202	dELS	-1.1233	2.52E-02	Robust
chr14	86882831	86883157	EH38E4112470	CA	-1.0947	2.52E-02	Robust
chr17	76292694	76292857	EH38E3244457	CA-H3K4me3	-0.8723	2.52E-02	Robust
chr14	75648951	75649298	EH38E4110163	TF	-1.0945	2.52E-02	Robust
chr4	60663825	60664131	EH38E4335710	TF	-1.0945	2.52E-02	Robust
chr1	106788065	106788279	EH38E2828501	dELS	-1.1005	2.52E-02	Robust
chr5	159475105	159475307	EH38E3674360	CA-H3K4me3	-1.1005	2.52E-02	Robust
chr3	15434824	15435070	EH38E4290039	pELS	-1.0462	2.52E-02	Robust
chr7	85012747	85012963	EH38E4441970	CA	-1.1372	2.52E-02	Robust
chr15	52243321	52243606	EH38E1762468	dELS	-0.9496	2.53E-02	Robust
chr2	141479373	141479705	EH38E3374890	dELS	-1.1371	2.53E-02	Robust
chr4	184624487	184624829	EH38E4356889	pELS	-1.1382	2.53E-02	Robust
chr2	41919215	41919458	EH38E3338978	dELS	-0.9194	2.53E-02	Robust
chr4	16117170	16117485	EH38E3575273	pELS	-1.1379	2.53E-02	Robust
chr2	101185766	101185999	EH38E3360888	dELS	-0.9501	2.53E-02	Robust
chr8	95943778	95944032	EH38E3846130	dELS	-0.9655	2.53E-02	Robust
chr2	99571104	99571318	EH38E2018431	dELS	-1.1061	2.54E-02	Robust
chr6	99670546	99670772	EH38E4411785	CA-CTCF	-1.1385	2.54E-02	Robust
chr11	128288425	128288656	EH38E2993447	pELS	-1.0318	2.54E-02	Robust
chr7	99173863	99174179	EH38E3788090	dELS	-1.0392	2.54E-02	Robust
chr4	101089243	101089473	EH38E3597232	dELS	-1.1107	2.54E-02	Robust
chr10	1253994	1254281	EH38E1441797	dELS	-1.0312	2.54E-02	Robust
chr10	4329352	4329502	EH38E1443686	dELS	-0.8205	2.54E-02	Robust
chr3	79431082	79431235	EH38E3524756	CA-CTCF	-0.9794	2.54E-02	Robust
chr6	89490494	89490757	EH38E2484889	CA-H3K4me3	-1.0781	2.54E-02	Robust
chr5	148559043	148559196	EH38E3669038	CA-H3K4me3	-0.9726	2.54E-02	Robust
chr3	13357169	13357501	EH38E3497036	dELS	-0.9586	2.55E-02	Robust
chr17	66618570	66618867	EH38E4169181	CA-H3K4me3	-1.1372	2.55E-02	Robust
chr20	11697096	11697395	EH38E2098149	dELS	-1.0303	2.55E-02	Robust
chr15	87841647	87841996	EH38E4129893	CA	-1.1301	2.55E-02	Robust
chr8	131915675	131915889	EH38E3861101	dELS	-1.0973	2.55E-02	Robust
chr8	136852806	136853017	EH38E3864146	dELS	-1.1355	2.55E-02	Robust
chr11	94218448	94218702	EH38E4045880	dELS	-1.0147	2.55E-02	Robust
chr9	126778214	126778424	EH38E2727807	CA-H3K4me3	-1.0147	2.55E-02	Robust
chr8	19131666	19131919	EH38E3820466	dELS	-1.0339	2.55E-02	Robust
chr3	131228630	131228814	EH38E2238357	dELS	-1.0327	2.55E-02	Robust
chr19	45184164	45184365	EH38E3309406	dELS	-0.9294	2.55E-02	Robust
chr1	58914961	58915215	EH38E3966677	TF	-1.1281	2.55E-02	Robust
chrX	11753719	11754019	EH38E4513757	TF	-0.9237	2.56E-02	Robust
chr1	170256031	170256206	EH38E2847403	dELS	-1.1215	2.56E-02	Robust
chr14	50816061	50816295	EH38E3094186	dELS	-1.1215	2.56E-02	Robust
chr1	3113264	3113564	EH38E1312362	dELS	-1.1061	2.56E-02	Robust
chr11	117712631	117712814	EH38E2987351	dELS	-1.0091	2.56E-02	Robust
chr18	55448413	55448749	EH38E3270162	dELS	-1.1233	2.56E-02	Robust
chr22	36487088	36487308	EH38E4282124	CA-CTCF	-1.1233	2.56E-02	Robust
chr1	11530379	11530603	EH38E2786342	dELS	-0.9872	2.56E-02	Robust
chr1	45030230	45030451	EH38E3963658	TF	-1.0881	2.56E-02	Robust
chr11	121137146	121137347	EH38E2989973	dELS	-0.9214	2.56E-02	Robust
chr2	7068536	7068805	EH38E4205323	CA	-0.9505	2.56E-02	Robust
chr16	11070395	11070591	EH38E3168004	pELS	-0.8828	2.56E-02	Robust
chr13	45419525	45419696	EH38E3064501	pELS	-1.1362	2.56E-02	Robust
chr5	73295545	73295778	EH38E3642761	dELS	-0.9243	2.56E-02	Robust
chrX	120573813	120574162	EH38E3943406	pELS	-1.1161	2.57E-02	Robust
chr21	28600104	28600368	EH38E2135406	CA-H3K4me3	-1.0856	2.57E-02	Robust
chr7	38833323	38833617	EH38E3768885	dELS	-1.0856	2.57E-02	Robust
chr3	45031551	45031898	EH38E3509493	pELS	-0.9193	2.57E-02	Robust
